address,price,bedrooms,bathrooms,property_type,area,county,features,date_of_construction
"Drumsheel Lower, Cong, Cong, Co. Mayo, F31F951",725000,4,3,Detached,cong-mayo,Mayo,"Large 1.2 acre elevated site, Geothermal heating system, Heat recovery, Hallowcore flooring, Triple glazed uPVC windows., A2 Building energy rating",2020
"Weaver'S Square, Baltinglass, Baltinglass, Co. Wicklow, W91PX65",280000,4,1,Detached,baltinglass-wicklow,Wicklow,"Excellent location, Huge potential, Large garden to the rear with gated side entrance and sheds, Walking distance of town center and bus stop",0
"Naomh Seosamh, Ballygaddy Road, Tuam, Co. Galway, H54NN56",395000,3,1,Detached,tuam-galway,Galway,"Pitch Perfect Bungalow Residence , 5 minute Walk to Tuam Town Centre, Handsomely Upgraded, Gorgeous Open Plan Interior, Abundance of Natural Light, Large Private Garden, Ample Car Parking , Newly Fitted Tripple Glaze Energy Efficient Windows, Prized Location, 30 Minutes Drive From Galway City",0
"Maulin, Aughatubrid, Mastergreehy, Co. Kerry, V23HE48",330000,3,2,Detached,mastergreehy-kerry,Kerry,,2005
"Site At, Site At, Castleforward, Newtown Cunningham, Co. Donegal",40000,0,0,Site,newtown-cunningham-donegal,Donegal,"Views of surrounding countryside., Services available., Planning previously granted under reference 00/5450.",0
"40 Hazelwood Park, Elphin, Shankill, Co. Roscommon, F45C942",155000,2,3,Semi-D,shankill-roscommon,Roscommon,"Prime location In a sought after area , Showhouse property , Walking distance of church, schools, post office and shops, 20 mins drive to Carrick-on-Shannon , 20 mins drive to Roscommon town , 40 mins drive to Knock Airport , Pvc double glazed windows and doors , OFCH, Mains Sewer & Water",0
"Green Island Lodge, Loughrask, Ballyvaughan, Co. Clare, H91A6PE",860000,7,5,Detached,ballyvaughan-clare,Clare,"5 Star Luxury Residence with Breath-taking Ocean & Mountain Views, Set on over an Acre of Landscaped & Manicured Mature Orchard & Gardens, All Amenities within Walking Distance including Bishops Quarter Blue Flag Beach, Prestige Property with No Expense Spared on its Construction, Fantastic Investment Opportunity given popularity of the coastal village of Ballyvaughan, Coveted Location in an Area of Outstanding Natural Beauty",2007
"Tully East, Kildare, The Curragh, Co. Kildare, R51RW26",680000,5,4,Detached,the-curragh-kildare,Kildare,,1971
"65 Rock Road, Blackrock, Co. Dublin, A94PT62",1495000,4,4,Townhouse,blackrock-dublin,Dublin,"Suburb location next to variety of amenities, Stunning sea views, Luxury new Kube kitchen with Neff appliances, Large private garden, Four Double Bedrooms, Four Bathrooms, Triple Glazed Alu-P Windows and Doors, Air to Water Heat Pump & Underfloor Heating to Ground floor, BER A2, Cat 6 Cabling",0
"Crevary Lower, Rathmullan, Co. Donegal",75000,0,0,Site,rathmullan-donegal,Donegal,"0.32 Hectare (0.78 Acre) site with expansive Lough Swilly views., Serene setting in Crevary Lower, County Donegal., Convenient location just a five-minute drive from Rathmullan Village., Subject to planning permission, offering development potential.",0
"'Corinna, ' Golf Links Road, Skerries, Co. Dublin, K34D920",720000,3,3,Detached,skerries-dublin,Dublin,"Residential development land (c.0.82 Ac), Existing 3-bed/3-bath dormer bungalow (c.144 sqm), Prime residential location with road access & services, Short stroll to Skerries Golf Club, 3 minute drive to Skerries town centre & harbour, Well connected by road & rail networks, Expansive well manicured & tree lined garden space",1994
"Main Street, Ballineen, Co. Cork, P47C663",220000,4,2,Semi-D,ballineen-cork,Cork,"Located within walking distance to local national school & village amenities, 4 bedroom semi detached house situated in Ballineen Village, Yard to the rear which benefits from side access, Oil fired central heating",1910
"5 Williamsons Place, Dundalk, Dundalk, Co. Louth, A91KH32",150000,3,2,Terrace,dundalk-louth,Louth,"Town Centre Location , Walking distance of all amenities , Gas Central Heating, Enormous Potential",1920
"Prospect House, Prospect, Gort, Co. Galway, H91NH30",0,4,2,Detached,gort-galway,Galway,"Georgian-style residence , Requires significant refurbishment, Easy access to mortorway, Fibre broadband available, Outbuildings with residential potential",0
"Mary's Bridge, Tawley,  Castlegal, F91DK51",450000,5,7,Detached,N/A,N/A,,0
"Killadangan House, Killadangan, Murrisk, Co. Mayo, F28VY77",0,5,4,Detached,murrisk-mayo,Mayo,"A Fine Victorian Residence, Wonderful vista over Clew Bay, Period residence set on c. 3.2 hectares (c. 7.9 acres) with development potential (subject to P.P.), Premier coastal location close to Westport town (4 miles), Mature Landscaped Grounds, Fully refurbished throughout, 5 Bedrooms - potential for 6th",0
"Kiltra, Wellingtonbridge, Co. Wexford, Y35HN53",465000,4,4,Detached,wellingtonbridge-wexford,Wexford,"Impressive 4 Bed / 2 En-Suite Home in pristine condition throughout., Finished to a high standard with top quality flooring, tiling & fixtures., Large floored attic., Detached garage fully floored with loft., C. 0.5 acres mature lawns, hedging, shrubs and trees., Metal shed and poly tunnel., Triple glazed PVC windows, all solid wood internal doors., Minutes to all amenities, pre- and primary school and beautiful sandy beaches., Easy access to Waterford, New Ross, Wexford and Rosslare Euro Port.",2005
"Glebe, Boyle, Co. Roscommon, F52T189",495000,5,4,Detached,boyle-roscommon,Roscommon,,2005
"7 Chestnut Mews, Cluain Ard, Cobh, Co. Cork, P24DR76",395000,4,3,Detached,cobh-cork,Cork,"Off-street parking, Excellent Location, Modern Interiors, Well Maintained Garden",2007
"Green-Mount, Gillogue, Clonlara, Co. Clare, V94YYE3",450000,4,3,Detached,clonlara-clare,Clare,"Never rented., Private mature gardens, not overlooked., Oil fired central heating, Double glazed woodgrain PVC windows, In superb condition throughout., Sought after location.",1979
"33 South Parade, Waterford City, Co. Waterford, X91KD53",475000,4,5,Semi-D,waterford-city,Waterford,"Substantial 4-bed, 5-bath semi-detached residence across 4 storeys in the heart of Waterford, Distinct advantage of off-street parking together with front and rear gardens, Retains many original Georgian features, Superb neighbourhood with local amenities within a short walk - excellent schools, restaurants, Within a short drive from University Hospital Waterford, and main transport corridors",0
"Annagh, Miltown Malbay, Spanish Point, Co. Clare, V95XWP6",285000,4,4,Detached,spanish-point-clare,Clare,"Spacious detached dormer bungalow , Set only a short distance from a range of beaches and golf courses, 190 sq. metres, Property not fully finished and has excellent potential",0
"7  and 8 Church Street , Cork City Centre, T23KW10",300000,3,3,Terrace,N/A,N/A,,0
"Silver Birches, Danville, Kilkenny, Co. Kilkenny, R95H3N0",795000,5,4,Detached,kilkenny-kilkenny,Kilkenny,"Presented in absolute turnkey condition., Located in a quiet cul de sac., Large Southwest facing garden., Presented in absolute turn key condition boasting high-quality fittings and fixtures throughout., Exceptionally large and private site lined with mature trees and hedgerow., Ideal Location! Just 2 minutes' drive to the Kilkenny Ring Road and just 5 minutes to the heart of Kilkenny City!, Fully alarmed with security lights to the front and back of the property., Oil fired central heating., Mains water.",2001
"Cratloe Cottage, Cratloe East, Athea, Co. Limerick, V94X49F",200000,2,1,Bungalow,athea-limerick,Limerick,"Oil fired central heating., PVC windows., Mains and well water., Concrete driveway and yard., Electronic gates., Garage - 15'8" x 15'6"., Workshop - 37' x 14'., Laundry - 13'9" x 8'8"., Circa 1 acre site., Within 10 min drive of Abbeyfeale and Athea.",1923
"Knockbarry, Liscarroll, Mallow, Co. Cork, P51XK28",625000,4,3,Detached,mallow-cork,Cork,"Concrete patio area/chipped driveway, Biocycle septic tank/well water/outside tap, Beautifully manicured mature gardens - front & rear, Chicken run, Field shelter and all weather area - easily converted to sand arena., 4 stables and tack room (one foaling box with extra space)/concrete yard/tap/hayshed and loading ramp., Garden shed with greenhouse attached., Adjacent to school, shop, GAA grounds, etc, Easy commuter access to Cork/Limerick Road, Kanturk 15 minutes/Mallow 15 minutes/Cork 45 minutes/Limerick 50 minutes",2014
"2 The Plains, Ballinagare, Castlerea, Co. Roscommon, F45XW21",220000,4,4,Detached,castlerea-roscommon,Roscommon,"Prime location In a sought after area , On the main N5 Dublin to Westport bus route, 1 mins walk , Walking distance of church, school, pub and community centre., Show house condition throughout , 25 min Knock Airport , OFCH, Mains Sewer & Water, Pvc double glazed windows and doors , Enclosed rear garden with tarmac drive to front. , 25 mins drive to Roscommon town , Cul-de-sac road not overlooked ",0
"Tara, Boolyglass, Hugginstown, Co. Kilkenny, R95RK49",1250000,5,5,Detached,hugginstown-kilkenny,Kilkenny,"Presented in absolute turn key condition., Custom-designed kitchen and furnishings throughout, High-quality plaster mouldings embellish the entire property., Concrete flooring seamlessly connects all levels., Double-glazed windows with Georgian style finishes., Solar rods on the rear roof contribute to water heating., Enhanced insulation: double-lined property, cavity walls insulated, loft eaves insulated with spray foam., Thermostats for heating control on all three floors, Excellent internet access throughout the whole property., Extensive security features such as an alarm system, exterior sensor lights, and electric front gates",0
"Willow Cottage, Churchfield, Knock, Church Village, Co. Mayo, F12H799",225000,3,1,Detached,church-village-mayo,Mayo,"Prime location In a sought after area , Close to all amenities of Knock Village , Walking distance of church, schools, post office and shops, Good condition throughout , 15 min Knock Airport , OFCH, Mains Sewer & Water, Pvc double glazed windows and doors , Enclosed rear garden with tarmac drive to front. ",1990
"Mount Corbitt House, Mountcorbitt, Churchtown, P51Y727",4500000,6,7,Detached,mallow-cork,Cork,,0
"Cornakill, Kingscourt, Co. Cavan",110000,2,0,Detached,kingscourt-cavan,Cavan,,0
"Springfield House, Roskeen, Mallow, Co. Cork, P51XR72",390000,4,3,Detached,mallow-cork,Cork,"Four Bed, Three bath detached home, Expands to C.210 sqm, Oil fired central heating, Bio Cycle septic tank, Rebuilt in 2011, Mains water, Electric gates with C. 3000 square reinforced concrete, Commerical business status currently applies, Set on C.0.5 acre site, Apartment - home office option to the rear",1984
"Lissardowlan, Longford Town, Co. Longford, N39P2C1",485000,5,3,Detached,longford-town-longford,Longford,"STUNNING FOUR BEDROOM DETACHED RESIDENCE ON A LARGE SITE, Just off the N4 National Route way, 1 hour 15 minutes to Dublin 1 hour to Athlone, Large mature South-West facing rear garden, B3 energy rated, infra red CCTV Cameras installed Automated Main Gates with Intercom system, Treatment bio system, Private Well for water supply & Water treatment system for lime scale and for pure filtered Drinking, High speed Broadband",2001
"Apartment 6, Victoria Station, Cork City, Co. Cork, T12PN82",225000,2,2,Apartment,cork-city,Cork,"Spacious 2 bedroom apartment, 10 Minute walk to UCC, 5 Minute walk to CUH, Both Bedrooms are en-suite, Large living room, Excellent investment opportunity. Tenants unaffected, BER C1, Current rent passing '¬1541, c. 8 % gross yield, Lift & stair access to apartment",2006
"Lakeview, Claregalway, Co. Galway, H91K4PV",405000,4,2,Detached,claregalway-galway,Galway,,1979
"Ballynabucky, Kilcolgan, Co. Galway, H91W3YA",750000,5,4,Detached,kilcolgan-galway,Galway,"Stunning residential home with benefit of ancillary commercial for that person seeking home and commercial together, Architect designed home with beautiful design features, 3,250 sq ft of quality finishes and practical layout and design, House and commercial situated on a mature site of 0.78 acres (option of additional 0.5 acres also), Located close to Killeeneen National school, Roveagh, Kilcolgan amenities, bus routes to Secondary schools, Commercial aspect of the property is ideal for workshop with 3 phase power, dust extraction system in place, Grounds include landscaped area's, shrubbed. raised beds, gardeners greenhouse and tool shed, lawned gardens and large decking area just off main rece, The property is presented in immaculate condition, Solar panels installed for provision of hot water",1999
"Apartment 22, City Park House, Cork City, Co. Cork, T12K759",249000,2,1,Apartment,cork-city,Cork,"Penthouse apartment, Modern build, Electric heating so only one standing order. Easy to heat, Heart of the city centre overlooking the river Lee, Built 1994",1994
"Four Winds, Claddaghduff, Co. Galway, H71NN24",450000,3,1,Detached,claddaghduff-galway,Galway,"Two properties for sale in one Lot., Walking distance to beach and village, Desirable location with distant sea and beach views",1997
"Blacksod Bay, Belmullet, Co. Mayo",400000,3,2,Detached,belmullet-mayo,Mayo,"Ideal Investment Properties, Excellent Location with views of Glosh Bay Beach., Short distance to Blacksod Bay, Located in a peaceful and well-run community., Ideal place for a quiet getaway, rest and relaxation., Boat trips to Inishkea Islands and Achill (weather prevailing) which leave from Blacksod pier., Huge possibilities in the ever-growing Irish holiday rental market., Surrounded by numerous walking, cycling, fishing and water sports areas., Close to many superb golf courses such as Carne and Belmullet Golf Club, Ireland West Airport Knock Airport 2 hours away.",0
"10 Roebuck Crescent, Clonskeagh Road, Dublin 14, D14FX94",1250000,4,3,Semi-D,N/A,N/A,"Well Proportioned, Excellent Location, Only 4Km from City Centre, Close to UCD and many schools, Upgraded over the years, Abundance of storage inside and out., Low maintenance garden front and back, Off street Parking, Gas fire central heating, Rayburn stile Aga",1950
"6 Saint Brigids Terrace, Rathnew, Co. Wicklow, A67FF29",445000,3,1,Detached,rathnew-wicklow,Wicklow," Three-bedroom detached bungalow c. 128 sq mts (c.1378 sq ft)., The property has a fully fitted kitchen with integrated appliances., Ideally located within easy reach of the M11, Within walking distance of Rathnew village and all its amenities., Walking distance of local schools and creches., Expansive south facing rear garden., Excellent broadband options available., BER Rating D2, BER number: 113566632",1939
"Tullaghanduff, Geesala, Co. Mayo",185000,3,1,Detached,geesala-mayo,Mayo,,0
"Ennis Road, Newmarket on Fergus, Co. Clare, V95TN22",290000,5,2,Terrace,newmarket-on-fergus-clare,Clare,"Great location, Six bedroom house, Shop unit that could be converted to a granny flat or more accomodation, 97 msq retail/commercial unit / granny flat, 181 msq house. Note the BER for the residential is a G and commercial is a B2, Very good condition, An ideal invesment, An ideal home, Easy access to the M18, Close to schools",0
